,index,NAME,YEAR,DIRECTOR,RATINGS,RATING_SCORES,REVIEWS,neg,neu,pos,compound
2564,2564,The Hunt,2012,Thomas Vinterberg, None ,0.0, no wonder why mads mikkelsen started eating people after this ***,0.18,0.82,0.0,-0.296
2565,2565,The Hunt,2012,Thomas Vinterberg, ★★★★½ ,4.5," The church scene is just brutal, breaks your heart into splinters. Mads Mikkelsen's gut wrenching performance is definitely one for the ages. ***",0.147,0.755,0.097,-0.34
2566,2566,The Hunt,2012,Thomas Vinterberg, ★★★★ ,4.0, Kids Say the Darndest Things ***,0.0,1.0,0.0,0.0
2567,2567,The Hunt,2012,Thomas Vinterberg, ★★★★★ ,5.0, How powerful is that little girls' acting? I have never hated a child like this before. ***,0.104,0.592,0.304,0.6197
2568,2568,The Hunt,2012,Thomas Vinterberg, ★★★★½ ,4.5," man, you gotta hate kids: the movie ***",0.346,0.654,0.0,-0.5719
2569,2569,The Hunt,2012,Thomas Vinterberg, ★★★★½ ,4.5, This is the most feel good Christmas movie for every family to enjoy! ***,0.0,0.643,0.357,0.7698
2570,2570,The Hunt,2012,Thomas Vinterberg, ★★★★½ ,4.5," This review may contain spoilers. I can handle the truth.  If it weren't for the dog dying, I would have given this full five stars. Nevertheless, The Hunt is terrific.  ***",0.0,0.833,0.167,0.6597
2571,2571,The Hunt,2012,Thomas Vinterberg, ★★★★½ ,4.5, @ mads mikkelsen next time just beat the shit out of me the suffering will be less thank you ***,0.122,0.632,0.245,0.4779
2572,2572,The Hunt,2012,Thomas Vinterberg, ★★★★ ,4.0, if I was in church with mads mikkelsen and he turned around and looked at me like that I would simply evaporate ***,0.0,0.889,0.111,0.3612
2573,2573,The Hunt,2012,Thomas Vinterberg, ★★★★½ ,4.5, Honestly bro just burn the whole town down ***,0.0,0.727,0.273,0.4588
2574,2574,The Hunt,2012,Thomas Vinterberg, ★★★★★ ,5.0," Excuse me, but fuuuuuuuuck...Look, I KNEW what this film was about, I knew this was going to be difficult to watch, but nothing could have prepared me for the amount of frustration, anxiety, and just plain sadness I felt watching The Hunt. Mikkelsen's performance is particularly powerful and heartbreaking, even though everyone in this film is great. But yea, I'm pretty much emotionally exhausted now. ***",0.254,0.577,0.169,-0.7721
2575,2575,The Hunt,2012,Thomas Vinterberg, ★★★★★ ,5.0, Not surprised he started eating people ***,0.217,0.783,0.0,-0.1695
2576,2576,The Hunt,2012,Thomas Vinterberg, ★★★ ,3.0, 2012 Ranked 👍If Mads Mikkelsen had a difficult time dealing with the antagonists in Another Round (alcohol and himself) i expected that he'd have a life-or-death situation with this film's antagonist (kids)and i was damn right ***,0.271,0.729,0.0,-0.8689
2577,2577,The Hunt,2012,Thomas Vinterberg, ★★★★½ ,4.5," This is the day that I find out that Mads Mikkelsen is too good of an actor. I haven't seen many other films that have tackled such a serious subject in away The Hunt has. Some of the dialogue is absolutely heart-wrenching. Everything worked so well with each other. It's written and performed almost perfectly, in some parts, I forgot I was watching a film. ***",0.019,0.838,0.143,0.85
2578,2578,The Hunt,2012,Thomas Vinterberg, ★★★ ,3.0, well.... this film made me very mad(s)!!! ***,0.0,1.0,0.0,0.0
2579,2579,The Hunt,2012,Thomas Vinterberg, ★★★½ ,3.5, Been trying to think of what to say about this for a few days. On one hand I enjoyed it and thought it was pretty intense with good performances. The church scene was unreal. I watched the alternate ending and definitely thought that was how it would end lol. But on the other hand I don’t really care for the idea because how many people become brave enough to speak out about being raped or molested to be called a liar? I guess I’ve been struggling on what to think about this movie. ***,0.154,0.621,0.225,0.533
2580,2580,The Father,2020,Florian Zeller, ★★★★ ,4.0, eat your heart out christopher nolan because this is how you make a movie that fucks with time and reality ***,0.14,0.86,0.0,-0.4767
2581,2581,The Father,2020,Florian Zeller, ★★★★½ ,4.5, just an absolutely heartbreaking film from beginning to end. belongs in a very small group of movies that i don’t think i could bring myself to watch again. i really don’t know what else there is to say? anthony hopkins deserves the world. ***,0.078,0.922,0.0,-0.5095
2582,2582,The Father,2020,Florian Zeller, ★★★★ ,4.0," Man, fuck Paul ***",0.538,0.462,0.0,-0.5423
2583,2583,The Father,2020,Florian Zeller, ★★★★½ ,4.5, florian zeller really said i'm gonna cast the best actors and make them give their best performances until the viewers cry into their stupid little movie snacks ***,0.167,0.617,0.216,0.4404
2584,2584,The Father,2020,Florian Zeller, ★★★ ,3.0, No really just put me out of my misery if this happens. ***,0.349,0.651,0.0,-0.7096
2585,2585,The Father,2020,Florian Zeller, ★★★★ ,4.0, Had to do the biggest double take of my life when the film opened with a harpsichord score over Olivia Colman walking and the credit “edited by Yorgos Lamprinos” popped up ***,0.0,0.92,0.08,0.3818
2586,2586,The Father,2020,Florian Zeller, ★★★★ ,4.0, merely existing past the age of 50 is getting less and less appealing ***,0.0,1.0,0.0,0.0
2587,2587,The Father,2020,Florian Zeller, ★★★★ ,4.0, florian zeller: hey olivia pls come act in my new movie olivia colman: no florian zeller: glenn close might be winning her first oscarolivia colman: when do we start ***,0.065,0.796,0.139,0.3612
2588,2588,The Father,2020,Florian Zeller, ★★★★½ ,4.5, shocked at how many old people were in my cinema considering the fact that if i was old this would be the LAST FUCKING MOVIE i would ever want to watch ***,0.073,0.886,0.041,-0.25
2589,2589,The Father,2020,Florian Zeller, ★★★½ ,3.5," AFI 2020: film #11“what about me? who exactly am i?”feels like still alice infused with charlie kaufman, where time is skipped and looped and often a terrifyingly immersive look into the protagonist’s psyche. definitely more creative than the oscar bait i was expecting, but still performance driven and quite heartbreaking ***",0.08,0.811,0.109,-0.2739
2590,2590,The Father,2020,Florian Zeller, ★★★★ ,4.0," What I Expected: a heartrending but quirky British movie about dealing with a loved one suffering from dementia.What I Found: One of the most unbearably tense and frightening films I've ever seen about *having* dementia. Really reminded me of Polanski's The Tenant, in that it mostly takes place in one apartment and truly made me feel like I was losing my mind. The ending of this movie will absolutely crush you if you're brave enough to experience it. Just give God Hopkins another Oscar. He destroyed me. ***",0.194,0.633,0.173,-0.3198
2591,2591,The Father,2020,Florian Zeller, ★★★★★ ,5.0, This movie ripped the heart from my chest and stomped on it. Ingenious use of film structure to put the viewer into the mind of an elderly man suffering from alzheimers. Anthony Hopkins is incredible. ***,0.081,0.919,0.0,-0.4767
2592,2592,The Father,2020,Florian Zeller, None ,0.0, Nolan: I shall spend 45 of the 150 minutes of my movie explaining the intricate mechanics of my time travel model.Zeller: lol what if I played the same scene twice. ***,0.0,0.793,0.207,0.7003
2593,2593,The Father,2020,Florian Zeller, ★★★★ ,4.0, certainly not the suspected oscar bait i thought it was gonna be goodness ME this was brilliant but just absolutely devastating anthony hopkins sir you have broken me ***,0.264,0.55,0.186,-0.7968
2594,2594,The Father,2020,Florian Zeller, ★★★★★ ,5.0, I just want to give Anthony Hopkins a hug ***,0.0,0.577,0.423,0.5267
2595,2595,The Father,2020,Florian Zeller, ★★★★ ,4.0," Florian Zeller's THE FATHER really surprised the hell out of me with how great it is. A skilfully crafted, totally compelling & emotionally devastating movie. Rarely has this subject matter been depicted so brilliantly, so honestly. The thing I liked most about it is that it's screenplay & editing structure perfectly align around the movie’s theme. Quite rare in film. Anthony Hopkins is incredible, he holds the audience in his grip - scene after scene is an exquisite masterclass of astonishing acting. He's still got it. ***",0.088,0.671,0.241,0.9379
2596,2596,The Father,2020,Florian Zeller, ★★★★ ,4.0," ""You'll feel alright in a moment, I promise.”I cannot overstate how incredible Anthony Hopkins is, I'm torn between wanting to rewatch his performance immediately and never seeing it again, it feels so raw, so true, so troubling and heartbreaking in a million different ways at once. Star ratings and words all feel so small, here ***",0.157,0.75,0.093,-0.6296
2597,2597,The Father,2020,Florian Zeller, ★★★ ,3.0, Never has so much chicken been purchased in a movie ***,0.0,1.0,0.0,0.0
2598,2598,The Father,2020,Florian Zeller, ★★★★★ ,5.0, the olivia colman and anthony hopkins combo is too damn strong. ***,0.169,0.625,0.206,0.1531
2599,2599,The Father,2020,Florian Zeller, ★★★★★ ,5.0," This is the film equivalent of The Caretaker's ""Everywhere at the End of Time""I am now deathly afraid of dementia ***",0.0,1.0,0.0,0.0
2600,2600,Chinatown,1974,Roman Polanski, ★★★★½ ,4.5," Forget a review, It's Chinatown. ***",0.322,0.678,0.0,-0.2263
2601,2601,Chinatown,1974,Roman Polanski, ★★★★½ ,4.5," The most interested I’ve been in a movie in a long time, I was sucked in with every scene. The screenplay does a fantastic job at giving you just enough, it’s as though each individual word was carefully thought out. No wonder it’s regarded as one of the best screenplays of all time! I’ve also decided to have the unpopular opinion that Jack Nicholson is one of my favorite actors! God damn is he good in this movie. Loved this! ***",0.079,0.648,0.274,0.9616
2602,2602,Chinatown,1974,Roman Polanski, ★★★★½ ,4.5," This scumbag can really direct a fucking movie, can't he? ***",0.318,0.682,0.0,-0.6369
2603,2603,Chinatown,1974,Roman Polanski, ★★★★★ ,5.0," Fuck you Polanski I hope you burn in the deepest darkest depths of hell, great movie though! ***",0.379,0.392,0.229,-0.68
2604,2604,Chinatown,1974,Roman Polanski, ★★★★★ ,5.0," crazy how Polanski made a film about a Los Angeles run by misogynistic, predatory men 🤔 very, very interesting ***",0.116,0.726,0.158,0.2195
2605,2605,Chinatown,1974,Roman Polanski, ★★★★★ ,5.0, In my opinion the most famous line from this movie should be when Jack Nicholson calls some rude guy at a barbershop a “bimbo” ***,0.12,0.88,0.0,-0.4588
2606,2606,Chinatown,1974,Roman Polanski, ★★★★★ ,5.0, now that's how you end a film ***,0.0,1.0,0.0,0.0
2607,2607,Chinatown,1974,Roman Polanski, ★★★★½ ,4.5, Jack Nicholson is the only man in the world who can wear a huge band-aid on his nose and still be the coolest guy in the room! ***,0.0,0.909,0.091,0.3802
2608,2608,Chinatown,1974,Roman Polanski, ★★★★ ,4.0, it took me about four hours to actually watch this because i kept pausing the movie to text a girl about mads mikkelsen ***,0.0,1.0,0.0,0.0
2609,2609,Chinatown,1974,Roman Polanski, ★★★★½ ,4.5, I wish the music in this would just randomly just playing throughout my life when it fits the situation. ***,0.0,0.791,0.209,0.5423
2610,2610,Chinatown,1974,Roman Polanski, None ,0.0, GOOF: When they’re trying to take Jake down to San Pedro none of the characters mention that that’s where Minutemen will be from in 43 years ***,0.0,1.0,0.0,0.0
2611,2611,Chinatown,1974,Roman Polanski, ★★★★ ,4.0, - 1001 Movies You Must See Before You Die -This film is great but FUCK Roman Polanski! ***,0.342,0.557,0.101,-0.793
2612,2612,Chinatown,1974,Roman Polanski, ★★★★ ,4.0, the line doesn’t disappoint! ***,0.428,0.572,0.0,-0.4574
2613,2613,Chinatown,1974,Roman Polanski, ★ ,1.0," Chinatown had me in the first half not gonna lie.. Then that ending happened and I said oh yeah actually fuck this movie and fuck Roman Polanski!! And before anyone tries to tell me to separate the art from the artist, I tried! And it still pissed me off. So yeah I think I’ll forget Chinatown too, Jake. scavenger hunt 53 —> watch a movie featuring John Huston ***",0.181,0.763,0.057,-0.8904
2614,2614,Chinatown,1974,Roman Polanski, ★★★★ ,4.0," I swear I could watch Jack Nicholson take a shit for two hours and I’d be like, “what a performance” ***",0.225,0.657,0.117,-0.3182
2615,2615,Chinatown,1974,Roman Polanski, None ,0.0," all of these years I've been saying ""forget it jake, it's chinatown"" only to find out it wasnt a comedic line :\ ***",0.166,0.756,0.078,-0.2951
2616,2616,Chinatown,1974,Roman Polanski, ★★★★ ,4.0, watching this on International Women’s Day was a mistake ***,0.231,0.769,0.0,-0.34
2617,2617,Chinatown,1974,Roman Polanski, ★★★★★ ,5.0," I'm thinking Polanski can't have kept his hands to himself while directing this, because this is a very good film. I've looked into it, and when great directors keep their depravities in check, their art suffers. For a different but relevant example from the world of sports, just look at what happened to Tiger Woods. When he was abusing prescription medications and banging a multitude of willing cocktail waitresses, he was at the top of his game. And then, for the longest time, he gave that all up, during which he couldn't even sink a two-foot putt. ***",0.059,0.873,0.067,-0.0525
2618,2618,Chinatown,1974,Roman Polanski, ★★★★★ ,5.0, The first strand-type movie. ***,0.0,1.0,0.0,0.0
2619,2619,Chinatown,1974,Roman Polanski, ★★★★★ ,5.0, can't really write a serious review about this cause everything has been already said. but it's a masterpiece. and probably one of the best screenplays ever. wish it wasn't directed by someone i hate. wish i could look as cool as jack nicholson when i'm smoking ***,0.079,0.565,0.356,0.9563
